Ratajczyk
Grz¹dziel
Zem³a
KaŸmierski
Karwowski
Kopyciñski
Piwoñski
Bekier
Piechowski
Frank
Radziejewski
Mendyk
Fia³kowski
Jaskulski
Mieczkowski
D¹bski
Kordek
Zadro¿na
Chmura
Kamieñski
Szarzyñski
B³êdowski
Kogut
Wilczak
Katarzyñski
Gackowski
Barczak
Za³êski
Kotarba
Sobek
Stefañski
Czerski
Bauer
Nitecki
Rossa
Gaj
Wojtanowski
Poliñski
Rodzik
Œnie¿ek
Budek
Smoleñski
£yszczarz
Terlecki
Dybek
Grzesik
Jankowski
Blicharz
Chêæ
Ciechomski
Klimiuk
Tomanek
Burczyk
Miszczak
Skoczek
Kapuœciñski
Korzeniowski
Meyer
Czapla
Krzeœniak
Zdyb
Petrykowski
Ksi¹¿kiewicz
£ukowski
P³oski
Solecki
Grunwald
Kostrzewa
Pilch
£aba
Bigos
Kupczak
Rogowicz
Gralak
Napieraj
Huk
Leœniak
Zuba
Rekowski
£ada
Dziekan
Wasilewski
Dziêgielewski
Bocian
Wrzesiñski
Szydlik
Szostek
Ros³aniec
Widera
Kielar
Kie³basa
Barañski
Kostrubiec
Rostkowski
Baca
Berezowski
Cieœluk
Baraniecki
Bernaœ
Koziñski
Wojciechowski
Korczyk
Kotowicz
Ulanowski
Siemieniuk
Wêgliñski
Turowski
Kosakowski
Paczyñski
Ko³tun
Walewski
Wojnicki
Œlusarek
Niewiarowski
Guba³a
Grabarczyk
Stypu³kowski
Osiecki
Bandurski
Kotecki
Czarnocki
¯ebrowski
Cegie³ka
Orczykowski
Bia³ek
Wyszkowicz
Wojewoda
Kramarczyk
Bernaciak
Kotu³a
Chromik
Kwaœna
Napieralski
Wielgosz
Szal
Kusiak
Popowicz
Maliñski
Skarbek
R¹pa³a
Bêdkowski
Kraski
Dziak
Bentkowski
Snopek
Szymanek
Jachowicz
Koz³owski
Skrobisz
Oleszkiewicz
Struœ
Natkaniec
Kita
Góralski
Kliœ
Puchalski
Kwapisz
Szczepañczyk
P³aza
Chmielowiec
Miku³a
Jakimiuk
Kaim
Czernicki
Lewiñski
Golec
Kowalewicz
Bryœ
Busz
Chromiñski
Grajek
Cyganek
Jarzyñski
Wojtan
Robak
Poznañski
Zduniak
Czarnecki
Sobotka
Kêdzierski
Latusek
Liszka
Iwaniak
Grenda
Kilian
Werner
Dolny
Bania
Jurczyñski
ŒledŸ
Szatkowski
Czerny
Mitura
Trzaskowski
£êgowski
Nêdza
Kornas
Dr¹¿kowski
Sudo³
Œwierkowski
Kowalczyk
Abramowski
Krasowski
Jarz¹b
Malczewski
Kieszkowski
Gilewski
Barcik
Kud³a
Chrab¹szcz
Cywiñski
Solarz
Kotynia
Rybski
Majcher
Janiszewski
Krawiec
Rojewski
Kluz
Chojnowski
Makuch
Stanek
Martyniuk
Anders
Sobiech
Borysewicz
Szaniawski
Cebula
Wiêch
Bruski
Franke
Bujok
Sak
Buæko
Dziedzic
Kluczyñski
Ca³a
Krzysztofiak
Lisek
Michalczuk
Kruszyñski
Suchomski
Jêdras
¯bikowski
Rusak
Kramarz
Gryczka
Kijewski
Ko³acki
Gontarek
Ró¿ycki
Cieplik
Œwita³a
Orzo³
Falkiewicz
Ligocki
Boruta
Kaszuba
Go³¹b
Grzegorski
Stanik
Ryszka
Korzec
Markuszewski
Demczuk
Kluza
Treder
Piekarz
Sobczak
Sala
Dyrcz
Kaptur
Œlusarz
Jaskot
Wicher
Chrostek
Wo¿niak
Gmyrek
Wo³yniec
Olszak
Grzeœkiewicz
Kalina
Suchan
Buczyñski
Kopka
Rudnik
Bielski
Kopañski
Graf
Gradzik
Stok³osa
Zysk
Dudkiewicz
Pocheæ
Kuc
Lisicki
£uczak
Konieczka
Czubek
Boczar
Gontarz
Dusza
Bujak
Pawlik
Libera
Ska³ecki
Borys
Skawiñski
Lesiak
Wenta
Chodakowski
Kuczek
Stawowy
Czy¿ak
Baniak
Gawryœ
Ozga
Galant
Licznerski
Gawin
Kubas
Depczyñski
Szlendak
Waœkiewicz
Trela
Œwierczewski
Królak
Go³aszewski
Górka
Kusy
Knapik
Rolka
Rucki
Sobecki
Barwiñski
Weiss
Gruchot
Budka
Ga³uszka
Juszkiewicz
Bielak
Grzonka
Tymiñski
Goch
Jab³onowski
Szostak
Bala
Zaniewski
Fiuk
Mielczarek
Olbryœ
Niewiñski
Ceglarski
Osiñski
Gniadek
Kachel
Kida
Zapa³a
Popio³ek
Stankiewicz
Kozie³
Piku³a
Strzy¿ewski
Marcinkiewicz
Jaromin
Koc
Mioduszewski
Dudzik
Komar
Woszczyk
Dembski
Podsiad³y
Trojan
Stalmach
Wo³oszyn
Jêdrusik
Olewiñski
Olêdzki
Tur
Budna
Piec
Gêbka
Niemiec
Firek
Uznañski
Gabriel
Dobies
Jasik
Koœcielniak
Walczak
Muras
Pude³ko
Pyrek
Jachimowski
Boguszewski
Kostrzewski
Ogrodowski
Gnat
Rêbisz
Kêsy
Smó³ka
Ma³ysa
Kasprzycki
Szklarski
Jedliñski
R¹czka
Szynal
Pyka
Staszak
Zelek
Niziñski
Centkowski
Rychlicki
Kuliœ
Trojanowski
Koprowski
Binkowski
Skubisz
Domañski
Bugaj
Adamus
Imio³ek
Dziubiñski
Baranek
Talaga
Soæko
Ledwoñ
Kras
Jêdrzejak
Siwik
Rak
Kêpczyñski
Lasoñ
Pi¹tkowski
Kie³tyka
Wachowiak
Sza³añski
Jarz¹bek
Talarek
Podyma
Za³uski
Lebioda
Duchnowski
Ziarkowski
Lachowicz
Wiktorowski
Kulpa
Bochenek
Kobia³ka
Wachowicz
Faron
Matuszak
Perzanowski
Banasik
Pisarski
Rowicki
Ciok
Abramczyk
Wróblewski
Modliñski
Dziêcio³
Ruszczyk
Fortuna
Kozicki
Lech
Piontek
Mrozek
£y¿wa
Paw³owski
Pikus
£agoda
Rakowski
Maruszewski
G¹siewski
Skar¿yñski
Hryniewicki
Dyjak
Grad
Hryniewicz
Markowicz
Juchniewicz
Krzemiñski
£azowski
Szkudlarek
£oziñski
Wawrzak
Bystrzycki
Galewski
Makowski
Pater
Moliñski
Korol
Jackowski
Naruszewicz
Richert
Marchel
Ogórek
Dera
Trzeciak
Przyby³a
Pszczó³kowski
Bigaj
Œlêzak
Mirowski
Sobociñski
Szmigielski
Wolski
Siwiak
Rapacz
Sabat
Drozd
Kasperek
Prorok
Orze³
Kempiñski
Surówka
Pu³awski
Hoffman
Kwietniewski
Ignaciuk
S³omski
Florczak
G³uszak
Rozbicki
Pietraszko
Szafarczyk
Dêbek
Rynkiewicz
Œwi¹tczak
Iwañczyk
Stec
Król
Materna
Ignatowski
Zamojski
Rams
¯¹d³o
Machalski
Lejman
Fr¹ckowiak
Tyrka
Filipiuk
Langa
Nalepka
Gunia
Cap
Kaszyñski
Kaniowski
Zgoda
Pawlak
Zych
Mrzyg³ód
Pawlina
Pliszka
Nicpoñ
Sarnecki
Podbielski
Czarkowski
Wiecha
Sokal
Kotlarski
Skrzypkowski
Piotrowicz
Kargul
Paluszkiewicz
Kubala
Œcibor
Wa³ach
G³a¿ewski
Kulka
Chabowski
Jesionek
Cisak
Kocio³ek
Tworkowski
Kaczyñski
Bober
Kwiatkowski
Klimaszewski
Smoliñski
Berliñski
Kruszewski
Balcerowski
Lalik
Pawlicki
Sitnik
W³osek
Œwi¹tek
Kot
Jagie³a
Bulik
Romanek
Iwaszko
Wojtecki
Kufel
Rzepkowski
Drapa³a
Przydatek
Kropid³owski
Auguœcik
Mierzyñski
D¹bek
Bitner
Tokarczyk
Rumiñski
Olszowy
Bu³at
Biernat
Paradowski
Papie¿
Zaremba
Nagórski
Wac³awek
Norek
O¿óg
Pieczykolan
Smoleñ
Wolañski
Goœciniak
Szel¹g
Danielczyk
Miller
W³odek
Mech
Kryñski
Siekiera
Janek
Czupryniak
Œwieboda
Salwa
Jelonek
Dudka
Tkaczuk
Cieœlik
Macha³a
¯ochowski
¯urek
Krawczuk
Matulewicz
Zio³o
Nowara
Dunajski
Adamczuk
Siwicki
Widomski
Cho³uj
Wêglarz
Kryczka
Bajkowski
Urbaniak
Rychlik
Radkiewicz
Szuszkiewicz
Ma³kowski
Wi¹cek
Kalbarczyk
Molêda
Kukulski
Wycisk
Cieœla
Figas
Rynkowski
Bednarczyk
Sa³ata
W³odarek
Bednarski
Szczerba
Matysiak
Lubecki
Lewandowski
Bucholc
Garus
Sobkowicz
Sienicki
Sobala
£ukaszyk
Polok
Langer
Szybiak
Mazurowski
Ziemiañski
Radzki
Baran
Wiewióra
Kijowski
Ostaszewski
WoŸny
Jaszewski
Miazek
Mys³ek
Walkiewicz
Pieczonka
Mielcarek
Adamczewski
Chrostowski
Mnich
Zdybel
Wolicki
Stawiarz
Bereza
Ficek
Foryœ
Kupiñski
Bargiel
Olszewski
Koszela
Konopa
Wojtal
Wojnar
Borówka
Wojtkiewicz
Siemaszko
Kokociñski
Grabarz
B³och
Krzysiak
Bakalarski
Seku³a
Wrzos
£awecki
Przychodzeñ
Przyby³o
Kozakiewicz
Ca³us
Pacholczyk
Gondek
Banaszak
Chojnicki
Krzy¿aniak
Rudzki
Kozak
Barcikowski
Suchocki
Spycha³a
Wêgrzynowski
Makówka
Branicki
Stefañczyk
Chudzik
Nakonieczny
Furman
Bronowicki
Mizerski
Firlej
Rajski
Wardziñski
Kobos
Drê¿ek
Miedziñski
Cichowicz
Pawliczek
Gdaniec
Romañczyk
Spyra
Sikorski
Staniek
Stosik
Derkacz
Cabaj
Tatara
Kuna
Siemi¹tkowski
Bury
£ysek
£ojek
Grygoruk
Bigus
Rogulski
Bia³a
Federowicz
Zub
Æwiek
Rychter
Mrówczyñski
Górnik
Drab
Krajnik
Wijas
Chojecki
Borowiecki
Tucholski
Wróbel
£akomski
Wiêcek
Dymek
Adach
Wrêczycki
Badowski
Harasim
Gomó³ka
Rodziewicz
Kolano
Su³ek
Bêtkowski
Podraza
Matusiewicz
Jurga
Pomorski
Latosiñski
Kozub
Prokopiuk
Tomecki
Kurkowski
Orlik
Cyran
Krzesiñski
G³ód
Marks
¯ak
Bujalski
¯arnowski
Ka³uski
Saja
Zgierski
Bernat
Olechno
Kochan
Lazar
Œwietlik
Bomba
S³upek
Michta
Bogdan
Soszyñski
Lipczyñski
Majcherczyk
Grucha³a
Gnatowski
Do³êga
Kujawa
Biniek
Paw³owicz
Nurzyñski
Laski
Latkowski
Lichota
Chrapek
£akoma
Ba³ut
Macioszek
Ciszewski
Szymczak
¯elichowski
Hernik
Bach
Migas
Go³¹bek
¯akowski
Szklarz
Kaliñski
Owczarz
Urbanowicz
Goleñ
Boczkowski
Stolarski
£ozowski
Strzelecki
B³aszkowski
Januszewski
Walicki
Wicik
Politowski
Babik
Grêda
Kurpiel
Szary
Wojnarowicz
Migacz
Sokalski
Iwanowski
Radwañski
Popiela
Madej
Bialik
Aftyka
Zubek
Tusiñski
Kowalewski
Wójtowicz
Szwedo
Antoniak
Mizera
Œciga³a
Fischer
¯urawski
Kap³on
Hyla
Kucharski
Bednarz
Haba
Joñski
Bu³awa
Wojnarowski
Cury³o
Pytlak
Grygier
Podsiad³o
Borowiec
Chwa³ek
Danowski
Zajda
Zdun
Mitrêga
Perz
Œliwka
Hoffmann
Kapuœniak
Grochala
Dziadek
Madeja
Antoszewski
Matusik
Klimczak
Stolc
Czaja
Konieczny
£abuz
Antolak
Bylica
Szymanowski
Pietryka
Struga³a
Brzeziñski
Piekutowski
Korus
Twaróg
Winiarczyk
Tarka
Chudek
Wieloch
Keller
W³odarczyk
Wolnik
Olejarczyk
Górak
Kosiorek
Paj¹k
Paterek
Stodulski
Kudliñski
Siewierski
Sierakowski
Feliks
Tokarski
Gralewski
Mleczko
Perek
Pyrka
Bukowiecki
Paliñski
Ciupak
Wojdat
Przywara
Serwin
Ko³akowski
Wojty³a
Ciep³y
Pa³ka
Tomkowiak
Banaszkiewicz
Stopka
Czapliñski
Twardowski
Czerwik
Gruszczyñski
Wa³êga
Landowski
Maniak
Siembida
Gil
Karpeta
Balcerzak
Siekierski
Grzyb
Kubasik
¯o³nowski
Kubica
Szczeciñski
Kampa
Hojka
Frej
Szpak
Pa³asz
Machaj
Duszak
Nowosielski
Aksamit
Tatar
£oza
Kuczewski
Skonieczna
Dymkowski
Chmielowski
Dubiel
Respondek
Ilnicki
Ha³asa
Ptak
Deka
Orkisz
£ukaszczyk
Jagie³³o
Bil
Fornalczyk
Michniewicz
Moœ
Zdanowicz
Kacperski
Stryczek
Rasiñski
Marczyñski
Kamecki
Po¿oga
Bo¿ek
Marcol
Popowski
B³aszczuk
Stachnik
Molenda
Gac
S³omczyñski
Sieracki
Mac
Czerniak
Soboñ
Korolczuk
Rakoczy
Sarzyñski
Nowaczyk
Waligóra
Mickiewicz
Smyczek
Dobrzyñski
Kin
Zapart
Miszewski
Stêpiñski
£abêdzki
Szlaga
Rêkawek
F¹fara
Galik
Zygmunt
Morawiec
Nogaj
Kajzer
Œwierczek
Maciaszczyk
Bajer
Rychel
Karski
Dryja
Dudzic
Prusinowski
Wasielewski
Bakalarz
Rejman
G³owacz
Andrysiak
Perzyna
Rajewski
Jarzêbowski
Zwierzyñski
Purzycki
Siwy
Wêgiel
Kukla
Otto
Malek
Rzepa
Niewiadomski
Jopek
Polaczek
Cybula
Kosiorowski
Sierpiñski
Augustowski
Grzechnik
Budziñski
Cieplak
Lisiak
Klepacz
Szczawiñski
Winiecki
Krasicki
Kacprzyk
Ch¹dzyñski
Jurkowski
Januszek
Ptaszyñski
Celmer
Mostowski
Po³czyñski
Ilczuk
Olszówka
Matera
Jankowiak
Handzlik
Syrek
Wyrwa
¯ukowski
Zieliñski
Kotas
Sawka
Orszulak
Jaskólski
Maœlanka
Jagielski
Krzysztofik
Roman
Syta
Sukiennik
Matyja
Leszek
Ko³odyñski
Kulczycki
Budnik
W¹sowicz
Lenarczyk
Wnorowski
Miko³ajek
Kasperowicz
Seremak
K³osek
Samek
Jaguœ
Szafraniec
Szyszka
Tymoszuk
Krzywda
Hebel
Przyby³owski
Raczek
Bartkowiak
Szczypior
Broda
Pastuszka
B³asiak
Wasiak
Skórka
Zamorski
Pra³at
Baranowski
Augustyniak
Górna
Chmurzyñski
Urbaniec
Szuster
Kraœnicki
Wachowski
Polanowski
Przybysz
Józefowski
Olejnik
Kreft
Karpiñski
Chmielewski
Gracz
Konarzewski
Szumski
Piêtak
Jurak
Sujecki
Polkowski
Nita
Korycki
Zawalski
Herman
Pisarek
Siuda
Kuraœ
Zabawa
Jankiewicz
Jaroszewicz
Nowicki
Tarkowski
Gawron
G¹sowski
Ochmañski
Sadurski
Kowalik
Drelich
Ziêtek
Witowski
Bryk
Rybka
Ryczek
Dziubak
Kubicz
Kaniecki
Ziaja
Karoñ
Wiatrak
Lenkiewicz
Stawarz
Sokólski
Bielawa
Traczyk
Drzyma³a
Filipiak
Skiba
Grzegrzó³ka
Kurczewski
Mielnik
Piróg
Maniecki
Wika
Marchlewski
Rogoziñski
Filipczyk
Rêkas
Grzeœ
Solarski
Ja¿d¿ewski
Podkowa
Antkiewicz
Gajos
B³achut
Miarka
Kochañski
Zientara
Wiecheæ
Zbroja
Grzywacz
Rzepecki
Nieckarz
Ksi¹¿ek
Pietras
Gaik
Ka³u¿yñski
Chrz¹stek
Kierzkowski
K³eczek
Kozyra
Bijak
D³u¿niewski
Smolik
Borowik
Muchowski
Abramek
Koœciuk
Ulman
Paszko
Wo³owiec
Baku³a
Paœ
Ko¿uch
Stolarek
Wawrzyniak
Mazurczak
Czopek
Kamola
Andrzejewski
Rachwalski
Wolak
Dulêba
Rola
Konopacki
Nowok
Skrodzki
Torba
Filipowicz
Pop³awski
Cichocki
Wojtczak
Lorek
Filipkowski
Zabielski
Szumowski
Flis
Kaczmarski
Skura
Surma
Strzelczyk
Okoñ
Gwizda³a
Czok
Ratyñski
Groszek
Minda
Jawor
Janiak
B³a¿ejczyk
Œwiêcicki
Rutkowski
Tyszkiewicz
Goc
Czekaj
Biliñski
Kalata
Rozwadowski
Dmitruk
£aski
Œwiniarski
Gomu³ka
Ba³a
Olczyk
Przybyszewski
Buka³a
Dura
Mas³owski
Maækowiak
Gostkowski
Chuda
Kardas
Stryjewski
Idczak
Grzybowski
Kulikowski
Konior
Pozorski
Manikowski
Grabiñski
Koza
Suwalski
Gadomski
Kotula
Rusin
Poniatowski
Zasada
Turski
£uszczyñski
Kocoñ
Baj
Zaorski
Jag³a
Barski
Zawadka
Paszek
Grzelka
Ciupa
Mirecki
Boryczka
Miklas
Kulpiñski
Jasiewicz
Æwik³a
Kêsik
Domeracki
Dani³owicz
Œmigiel
Œwitoñ
Klimkowski
Jakubczyk
Fr¹czek
Kordas
Ciura
Wolniewicz
Osowski
We³na
KuŸma
Po³eæ
Serek
Krasuski
Kapela
Batko
Dzier¿anowski
K¹cki
Weso³ek
Krzysztoñ
£ysak
Pieróg
Czerwiñski
Kotwicki
Kaba³a
Czarnota
Dolna
Grzeszczak
Biegun
Nowotarski
Ga³a
Kosik
Chomicz
Prusaczyk
Bartyzel
Sa³aciñski
Adamski
£azarczyk
Antoniuk
Lisiewicz
Synowiec
Tryba
Piosik
Grzechowiak
KoŸbia³
Doniec
Gwi¿d¿
Misztal
Chudziñski
Partyka
Kmita
Dom¿alski
Dudziak
Œliwowski
Baliñski
Raszka
Popczyk
Durlik
Ciepliñski
Jarzêbski
Patalas
Wojcieszak
Cymerman
Brych
Butryn
Karkowski
Wardak
S³awek
Miœkiewicz
Gos³awski
Strach
Dobrzycki
Cierpia³
Waga
Figarski
Tyburski
Kawalec
Nakonieczna
Gutowski
Gabrysiak
Bobowski
Mikucki
B³aszczyñski
Gu³a
Ha³as
Brodzik
Opoka
Ku³aga
Perliñski
Jaszczak
Giemza
Skrzek
Janeczko
Domin
Kuczyñski
Litwiñski
Szych
Koperski
Janocha
Tworek
Czy¿
Ruszczak
Walczyk
Matys
Tylkowski
Pastuszak
Kus
K¹dzio³ka
Arent
Danecki
£ysakowski
Leœkiewicz
Wyszomirski
Kulik
Cudak
Gumiñski
Krysztofiak
Rz¹sa
Knapczyk
Miksa
Jarmo³owicz
Borzêcki
Kwoka
Grzanka
Stankowski
Legierski
Stokowski
Pach
Czekalski
Ma³ecki
Jaroszyñski
Go³aœ
Borowski
Czapka
Cwalina
Jurecki
Szefer
Frydrych
Kornaœ
D¹browski
Pokorski
Czaplewski
Chruœciñski
Lipa
Paprzycki
Siuta
Zarêba
Stachura
Papis
Rybicki
Skrzypczak
Musio³
Kornatowski
Jeziorek
Nowosad
Garbarczyk
Sagan
Œwistak
Czajka
Weso³owski
Ga³¹zka
Chrobok
Gronek
Szczurowski
Chmieliñski
Bro¿ek
Kêpski
Kostka
Dawidowski
Czechowski
Pasek
Sawicki
Kaliszuk
Skrzypiñski
Niedba³a
Kotala
Sieczkowski
Grzywaczewski
Jaworski
Dawid
Kawka
Sierant
Kêpa
Kuœmierek
Tyczyñski
Kopczyñski
Borzyszkowski
Kuriata
Kustra
Kunc
Ejsmont
Gawlas
Zalewski
Czernecki
Zarzycki
Jagodziñski
Janicki
Kochanowski
Godula
Kurkiewicz
Dzwonkowski
Paku³a
Staszewski
Oleszko
Œmia³ek
Klecha
Nizio³
Cichecki
£atka
Nazaruk
Borkowski
Pud³o
Filipski
Szolc
Rodak
Gajda
Ryka³a
Krzos
Zientek
Chomicki
KoŸlik
Porêbski
Olczak
Owczarski
Chojnacki
Zdziarski
G¹siorowski
¯y³a
Karbownik
Leœ
Ordon
Szubert
Okoniewski
Lupa
Ozdoba
Mroczka
Pawelczyk
Zimna
Kalkowski
Gryc
Trzciñski
Sordyl
Bednorz
Polakowski
Ciupek
Grobelna
Oczkowski
Danielski
Mazgaj
Dziekoñski
Topolski
Podleœny
Krzy¿owski
Klimczyk
Szlachetka
K¹dziela
Leszko
Wo³owicz
Jêdrasik
Starzec
Szreder
GwóŸdŸ
Matczuk
Jakubowski
Karbowniczek
Jakubowicz
Konefa³
Ciesielski
Goryl
Ko³odziej
Tchórzewski
B³awat
Raszewski
Semeniuk
¯abicki
Zduñczyk
Przyby³
Jadczak
Szczepañski
Momot
Szewczuk
¯aczek
WoŸniczka
Fa³ek
Zaczek
Wala
Guga³a
£ukasiak
Dyba
Panfil
Tomaszewski
Konik
Musielak
Zwolak
W¹sowski
Cholewa
Majer
Trzaski
Raj
¯muda
Bochen
B¹k
G³¹b
Kosek
Kapusta
Jesionowski
Waszak
Moch
Bucior
Ploch
Bator
Trêbacz
Just
Szczuka
Kula
Kupka
Jurczak
Nosal
Marek
Samsel
Szczepanik
Bia³oñ
Dyrda
Giziñski
¯uchowski
Mosakowski
Kobiela
Gliwa
Kupiec
Majek
£ucki
Górczak
Szumiñski
Dziewiêcki
Klasa
Pastusiak
Krupski
Szadkowski
Krause
Jakubaszek
Jaroszewski
Pazio
Go³dyn
Balcerak
Duliñski
Kawczyñski
Kubera
Winnicki
Szweda
Jaruga
£apa
Ciszek
Miler
P³ochocki
Starosta
Duk
Dul
Szczepanowski
Gzik
Borecki
Caban
Dzwonek
Bogus
Micha³owicz
Gliñski
Œpiewak
Sojka
Pêdzich
Pociecha
Pilarski
Brudnicki
Che³miniak
Myszkowski
Fiedor
Dyla
Kwiatek
Pietroñ
Dêbowski
Lipnicki
Lesiuk
Klein
Augustynowicz
Czubak
Czernek
Lasocki
Gawe³
Golik
Sucharski
Pasierb
Czerniecki
Czerw
Krzewski
Serwatka
Biskup
Lasota
Niedzia³ek
Hinz
Wrzosek
Cieszyñski
Kusak
Gêbicki
Maziarz
Deptu³a
Oleszczuk
Godek
Ko³ek
Wyszyñski
Dobrosielski
Sroka
Kucza
Mroczek
Wosik
Wilczewski
Wolszczak
Gulczyñski
Szczygie³
Opa³ka
Michaluk
Kisielewicz
Bry³ka
Ryszkowski
Soszka
Liszewski
Dunaj
Che³miñski
Wydrzyñski
Wysocki
Nieradka
Ptasiñski
Kaniewski
Kunikowski
Cichoñ
£upiñski
Prusik
Miœta
Suszyñski
Guzowski
Skórski
Jacewicz
Telega
Wiatr
£ukasiewicz
KaŸmierczak
Dêbiñski
Czaplicki
Stala
Dzienis
Krok
Grzegorzek
Klimas
Siatkowski
Frankowski
Pala
Bednarczuk
Jab³oñski
Staniec
Furmañczyk
Rdzanek
Ceg³owski
Rek
Szota
Bartoszuk
Wilczek
Bartoszewicz
Mruk
Polak
Ma³kiewicz
Dudziñski
Szczepkowski
Matras
Œwiêcki
Dobkowski
Iskra
P³usa
Radzik
Gronowski
B¹czek
Popis
Gawêda
B¹czkowski
Paluch
Œwierk
Homa
Smaga
Skóra
Æwikliñski
Machura
Ceglarek
Cisek
Rojek
Szot
Konieczko
Podolski
Chmiel
KuŸmicki
Aniszewski
Lewandowicz
Krupiñski
Krzywdziñski
Sêk
Kalinowski
Koncewicz
Duszyñski
Sêkowski
Opaliñski
Œliwiñski
Sulima
Jezierski
Fic
Marut
Martyniak
Uchman
Dyl
Pogorzelski
Dyl¹g
Banasiewicz
G¹ska
Suchecki
Walas
Sierzputowski
Niklas
Piasecki
Górczyñski
Stachowski
Sierocki
Paluchowski
Sujka
Wiêckowski
Kawa³ko
Karkoszka
Janas
Kêdziora
¯elazowski
G³adysz
Drzyzga
£awniczak
Wojtyniak
Wroñski
Gniazdowski
Misiewicz
£akomiec
Taraszkiewicz
Œwiercz
Czeka³a
Mo¿d¿eñ
Bieliñski
Rudek
Krysiñski
Kominek
Musialik
Bogacz
Krych
Kluski
Data
Bujnowski
Michalewicz
Wereszczyñski
Pietkiewicz
Paczkowski
Paduch
Filipek
Skrzypek
Skrzypczyñski
Strzeszewski
Juszczak
Zembrzuski
Wiercioch
Ni¿nik
Kraus
Witek
Czy¿yk
G³owala
Szkop
Polek
Wirkus
Loch
Piela
Zachara
Szewczyk
Mackiewicz
Siwiñski
Grzeszczyk
Tobo³a
Gut
Najman
Stadnicki
Walczuk
£ukaszewicz
Czuba
Tarczyñski
Górny
Pankiewicz
Ma³ysz
Pe³ka
Kur
Talaœka
Strza³ka
Rêbacz
Ho³da
Szpunar
Rudy
B³aszczak
Stroiñski
Krasucki
Piwowarski
Wiater
Wcis³o
Kalus
Kraœniewski
Mêdrek
Jaworek
Sitarski
Bojar
Rz¹dkowski
Godlewski
Raœ
Szczecina
Rychlewski
Za³êcki
Konkel
B³aszkiewicz
£empicki
Binkiewicz
Kazimierski
Niedzió³ka
Szymkowiak
Stepnowski
Matoga
Talarczyk
Zalas
Arciszewski
Wronka
WoŸniak
Zatorski
Greñ
Tarasiuk
Zawi³a
Kazanowski
Lemañczyk
£uba
Rózga
Fija³kowski
Placek
Strojek
Mrozowski
Szendzielorz
Stêpniewski
Kania
Gacek
Frontczak
